1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.174,0.037848,0.037848,0.037848,0.037848,0.037848,6.2261e-08,0.0083135,0.037848,0.054168,0.047014,0.0090255,0.018342,0.037848,0.080375,0.16609
0.175,0.037168,0.037168,0.037168,0.037168,0.037168,5.5127e-08,0.0080442,0.037168,0.053563,0.046636,0.0088612,0.018009,0.037168,0.078956,0.16325
0.176,0.036501,0.036501,0.036501,0.036501,0.036501,4.8804e-08,0.0077836,0.036501,0.052966,0.046263,0.0087001,0.017683,0.036501,0.077563,0.16046
0.177,0.035846,0.035846,0.035846,0.035846,0.035846,4.3201e-08,0.0075315,0.035846,0.052378,0.045894,0.008542,0.017363,0.035846,0.076196,0.15772
0.178,0.035204,0.035204,0.035204,0.035204,0.035204,3.8237e-08,0.0072874,0.035204,0.051797,0.045529,0.0083869,0.017049,0.035204,0.074854,0.15502
0.179,0.034573,0.034573,0.034573,0.034573,0.034573,3.3839e-08,0.0070513,0.034573,0.051224,0.045168,0.0082348,0.016741,0.034573,0.073536,0.15238
0.18,0.033955,0.033955,0.033955,0.033955,0.033955,2.9943e-08,0.0068227,0.033955,0.050658,0.044811,0.0080855,0.016439,0.033955,0.072243,0.14978
0.181,0.033348,0.033348,0.033348,0.033348,0.033348,2.6492e-08,0.0066015,0.033348,0.0501,0.044459,0.0079391,0.016143,0.033348,0.070973,0.14723
0.182,0.032752,0.032752,0.032752,0.032752,0.032752,2.3436e-08,0.0063874,0.032752,0.049549,0.04411,0.0077955,0.015852,0.032752,0.069727,0.14472
0.183,0.032167,0.032167,0.032167,0.032167,0.032167,2.0729e-08,0.0061803,0.032167,0.049005,0.043765,0.0076545,0.015566,0.032167,0.068503,0.14226
0.184,0.031593,0.031593,0.031593,0.031593,0.031593,1.8333e-08,0.0059798,0.031593,0.048468,0.043425,0.0075162,0.015286,0.031593,0.067302,0.13984
0.185,0.03103,0.03103,0.03103,0.03103,0.03103,1.6212e-08,0.0057858,0.03103,0.047938,0.043087,0.0073805,0.015011,0.03103,0.066122,0.13746
0.186,0.030477,0.030477,0.030477,0.030477,0.030477,1.4335e-08,0.005598,0.030477,0.047415,0.042754,0.0072474,0.014742,0.030477,0.064964,0.13512
0.187,0.029934,0.029934,0.029934,0.029934,0.029934,1.2673e-08,0.0054163,0.029934,0.046899,0.042424,0.0071167,0.014477,0.029934,0.063826,0.13283
0.188,0.029402,0.029402,0.029402,0.029402,0.029402,1.1202e-08,0.0052404,0.029402,0.046389,0.042098,0.0069885,0.014217,0.029402,0.062709,0.13057
0.189,0.028879,0.028879,0.028879,0.028879,0.028879,9.9009e-09,0.0050702,0.028879,0.045886,0.041776,0.0068626,0.013962,0.028879,0.061613,0.12836
0.19,0.028365,0.028365,0.028365,0.028365,0.028365,8.7497e-09,0.0049054,0.028365,0.045389,0.041457,0.0067392,0.013712,0.028365,0.060536,0.12618
0.191,0.027862,0.027862,0.027862,0.027862,0.027862,7.7313e-09,0.004746,0.027862,0.044898,0.041141,0.006618,0.013467,0.027862,0.059478,0.12404
0.192,0.027367,0.027367,0.027367,0.027367,0.027367,6.8305e-09,0.0045917,0.027367,0.044414,0.040829,0.006499,0.013226,0.027367,0.05844,0.12194
0.193,0.026881,0.026881,0.026881,0.026881,0.026881,6.0339e-09,0.0044424,0.026881,0.043936,0.04052,0.0063823,0.012989,0.026881,0.05742,0.11987
0.194,0.026405,0.026405,0.026405,0.026405,0.026405,5.3294e-09,0.0042979,0.026405,0.043463,0.040214,0.0062678,0.012757,0.026405,0.056418,0.11784
0.195,0.025937,0.025937,0.025937,0.025937,0.025937,4.7066e-09,0.004158,0.025937,0.042997,0.039912,0.0061553,0.012529,0.025937,0.055435,0.11585
0.196,0.025477,0.025477,0.025477,0.025477,0.025477,4.156e-09,0.0040227,0.025477,0.042536,0.039613,0.0060449,0.012305,0.025477,0.054469,0.11389
0.197,0.025026,0.025026,0.025026,0.025026,0.025026,3.6693e-09,0.0038917,0.025026,0.042081,0.039317,0.0059366,0.012085,0.025026,0.05352,0.11196
0.198,0.024583,0.024583,0.024583,0.024583,0.024583,3.2392e-09,0.0037649,0.024583,0.041632,0.039024,0.0058303,0.01187,0.024583,0.052588,0.11007
0.199,0.024148,0.024148,0.024148,0.024148,0.024148,2.8591e-09,0.0036422,0.024148,0.041188,0.038734,0.0057259,0.011658,0.024148,0.051672,0.1082
0.2,0.023721,0.023721,0.023721,0.023721,0.023721,2.5233e-09,0.0035235,0.023721,0.04075,0.038447,0.0056234,0.01145,0.023721,0.050773,0.10638
0.201,0.023302,0.023302,0.023302,0.023302,0.023302,2.2266e-09,0.0034086,0.023302,0.040317,0.038163,0.0055228,0.011246,0.023302,0.04989,0.10458
0.202,0.02289,0.02289,0.02289,0.02289,0.02289,1.9645e-09,0.0032974,0.02289,0.039889,0.037882,0.0054241,0.011046,0.02289,0.049023,0.10281
0.203,0.022486,0.022486,0.022486,0.022486,0.022486,1.733e-09,0.0031897,0.022486,0.039466,0.037603,0.0053271,0.010849,0.022486,0.04817,0.10107
0.204,0.022089,0.022089,0.022089,0.022089,0.022089,1.5286e-09,0.0030856,0.022089,0.039049,0.037328,0.005232,0.010656,0.022089,0.047333,0.099367
0.205,0.021699,0.021699,0.021699,0.021699,0.021699,1.3481e-09,0.0029848,0.021699,0.038637,0.037055,0.0051386,0.010467,0.021699,0.046511,0.097689
0.206,0.021316,0.021316,0.021316,0.021316,0.021316,1.1888e-09,0.0028872,0.021316,0.038229,0.036786,0.0050468,0.010281,0.021316,0.045704,0.09604
0.207,0.02094,0.02094,0.02094,0.02094,0.02094,1.0481e-09,0.0027928,0.02094,0.037827,0.036518,0.0049568,0.010098,0.02094,0.04491,0.094419
0.208,0.020571,0.020571,0.020571,0.020571,0.020571,9.2395e-10,0.0027015,0.020571,0.037429,0.036254,0.0048684,0.0099185,0.020571,0.044131,0.092825
0.209,0.020209,0.020209,0.020209,0.020209,0.020209,8.144e-10,0.0026131,0.020209,0.037036,0.035992,0.0047815,0.0097424,0.020209,0.043365,0.091259
0.21,0.019853,0.019853,0.019853,0.019853,0.019853,7.1773e-10,0.0025275,0.019853,0.036648,0.035733,0.0046963,0.0095694,0.019853,0.042612,0.08972
0.211,0.019503,0.019503,0.019503,0.019503,0.019503,6.3245e-10,0.0024447,0.019503,0.036264,0.035476,0.0046126,0.0093995,0.019503,0.041873,0.088206
0.212,0.019159,0.019159,0.019159,0.019159,0.019159,5.5722e-10,0.0023646,0.019159,0.035885,0.035222,0.0045304,0.0092327,0.019159,0.041147,0.086718
0.213,0.018822,0.018822,0.018822,0.018822,0.018822,4.9087e-10,0.0022871,0.018822,0.03551,0.03497,0.0044498,0.0090688,0.018822,0.040434,0.085256
0.214,0.018491,0.018491,0.018491,0.018491,0.018491,4.3235e-10,0.002212,0.018491,0.03514,0.034721,0.0043705,0.008908,0.018491,0.039733,0.083818
0.215,0.018165,0.018165,0.018165,0.018165,0.018165,3.8076e-10,0.0021394,0.018165,0.034774,0.034474,0.0042927,0.00875,0.018165,0.039044,0.082405
0.216,0.017846,0.017846,0.017846,0.017846,0.017846,3.3528e-10,0.0020692,0.017846,0.034412,0.034229,0.0042163,0.0085949,0.017846,0.038368,0.081016
0.217,0.017532,0.017532,0.017532,0.017532,0.017532,2.9518e-10,0.0020012,0.017532,0.034055,0.033987,0.0041413,0.0084425,0.017532,0.037703,0.07965
0.218,0.017223,0.017223,0.017223,0.017223,0.017223,2.5984e-10,0.0019354,0.017223,0.033701,0.033747,0.0040677,0.0082929,0.017223,0.03705,0.078307
0.219,0.01692,0.01692,0.01692,0.01692,0.01692,2.287e-10,0.0018717,0.01692,0.033352,0.033509,0.0039953,0.008146,0.01692,0.036408,0.076987
0.22,0.016623,0.016623,0.016623,0.016623,0.016623,2.0126e-10,0.0018101,0.016623,0.033007,0.033274,0.0039243,0.0080017,0.016623,0.035778,0.075689
0.221,0.016331,0.016331,0.016331,0.016331,0.016331,1.7709e-10,0.0017505,0.016331,0.032666,0.033041,0.0038545,0.0078599,0.016331,0.035158,0.074413
0.222,0.016043,0.016043,0.016043,0.016043,0.016043,1.558e-10,0.0016929,0.016043,0.032329,0.03281,0.003786,0.0077207,0.016043,0.034549,0.073158
0.223,0.015761,0.015761,0.015761,0.015761,0.015761,1.3705e-10,0.0016371,0.015761,0.031995,0.032581,0.0037187,0.007584,0.015761,0.033951,0.071925
0.224,0.015484,0.015484,0.015484,0.015484,0.015484,1.2053e-10,0.0015831,0.015484,0.031666,0.032355,0.0036526,0.0074497,0.015484,0.033363,0.070713
0.225,0.015212,0.015212,0.015212,0.015212,0.015212,1.0599e-10,0.0015308,0.015212,0.03134,0.03213,0.0035877,0.0073178,0.015212,0.032785,0.06952
0.226,0.014945,0.014945,0.014945,0.014945,0.014945,9.3192e-11,0.0014803,0.014945,0.031018,0.031908,0.003524,0.0071883,0.014945,0.032218,0.068348
0.227,0.014682,0.014682,0.014682,0.014682,0.014682,8.1926e-11,0.0014313,0.014682,0.030699,0.031687,0.0034614,0.0070611,0.014682,0.03166,0.067196
0.228,0.014424,0.014424,0.014424,0.014424,0.014424,7.201e-11,0.001384,0.014424,0.030385,0.031469,0.0033999,0.0069361,0.014424,0.031112,0.066063
0.229,0.014171,0.014171,0.014171,0.014171,0.014171,6.3285e-11,0.0013382,0.014171,0.030073,0.031252,0.0033395,0.0068134,0.014171,0.030573,0.064949
0.23,0.013922,0.013922,0.013922,0.013922,0.013922,5.5609e-11,0.0012939,0.013922,0.029766,0.031038,0.0032802,0.0066928,0.013922,0.030044,0.063853
0.231,0.013678,0.013678,0.013678,0.013678,0.013678,4.8856e-11,0.0012511,0.013678,0.029461,0.030825,0.0032219,0.0065744,0.013678,0.029524,0.062776
0.232,0.013437,0.013437,0.013437,0.013437,0.013437,4.2917e-11,0.0012096,0.013437,0.029161,0.030615,0.0031647,0.006458,0.013437,0.029013,0.061717
0.233,0.013201,0.013201,0.013201,0.013201,0.013201,3.7694e-11,0.0011695,0.013201,0.028863,0.030406,0.0031085,0.0063437,0.013201,0.02851,0.060676
0.234,0.012969,0.012969,0.012969,0.012969,0.012969,3.3101e-11,0.0011307,0.012969,0.028569,0.030199,0.0030533,0.0062315,0.012969,0.028017,0.059652
0.235,0.012741,0.012741,0.012741,0.012741,0.012741,2.9064e-11,0.0010931,0.012741,0.028278,0.029994,0.0029991,0.0061212,0.012741,0.027531,0.058646
0.236,0.012518,0.012518,0.012518,0.012518,0.012518,2.5515e-11,0.0010568,0.012518,0.02799,0.029791,0.0029458,0.0060129,0.012518,0.027055,0.057656
0.237,0.012298,0.012298,0.012298,0.012298,0.012298,2.2396e-11,0.0010216,0.012298,0.027706,0.02959,0.0028935,0.0059065,0.012298,0.026586,0.056682
0.238,0.012082,0.012082,0.012082,0.012082,0.012082,1.9655e-11,0.00098765,0.012082,0.027425,0.02939,0.0028422,0.005802,0.012082,0.026126,0.055725
0.239,0.011869,0.011869,0.011869,0.011869,0.011869,1.7247e-11,0.00095476,0.011869,0.027146,0.029192,0.0027917,0.0056993,0.011869,0.025673,0.054784
0.24,0.011661,0.011661,0.011661,0.011661,0.011661,1.5131e-11,0.00092294,0.011661,0.026871,0.028996,0.0027421,0.0055985,0.011661,0.025228,0.053859
0.241,0.011456,0.011456,0.011456,0.011456,0.011456,1.3273e-11,0.00089216,0.011456,0.026599,0.028802,0.0026934,0.0054994,0.011456,0.024791,0.052949
0.242,0.011254,0.011254,0.011254,0.011254,0.011254,1.1641e-11,0.00086239,0.011254,0.02633,0.028609,0.0026456,0.005402,0.011254,0.024361,0.052054
0.243,0.011057,0.011057,0.011057,0.011057,0.011057,1.0208e-11,0.00083359,0.011057,0.026064,0.028418,0.0025986,0.0053064,0.011057,0.023939,0.051174
0.244,0.010862,0.010862,0.010862,0.010862,0.010862,8.9505e-12,0.00080574,0.010862,0.0258,0.028229,0.0025524,0.0052125,0.010862,0.023524,0.050309
0.245,0.010671,0.010671,0.010671,0.010671,0.010671,7.8463e-12,0.00077879,0.010671,0.02554,0.028041,0.0025071,0.0051202,0.010671,0.023116,0.049459
0.246,0.010484,0.010484,0.010484,0.010484,0.010484,6.8773e-12,0.00075273,0.010484,0.025283,0.027855,0.0024625,0.0050295,0.010484,0.022715,0.048622
0.247,0.010299,0.010299,0.010299,0.010299,0.010299,6.0269e-12,0.00072752,0.010299,0.025028,0.027671,0.0024188,0.0049405,0.010299,0.022321,0.0478
0.248,0.010118,0.010118,0.010118,0.010118,0.010118,5.2809e-12,0.00070314,0.010118,0.024776,0.027488,0.0023758,0.004853,0.010118,0.021934,0.046991
0.249,0.00994,0.00994,0.00994,0.00994,0.00994,4.6264e-12,0.00067955,0.00994,0.024526,0.027306,0.0023335,0.004767,0.00994,0.021554,0.046195
0.25,0.0097651,0.0097651,0.0097651,0.0097651,0.0097651,4.0524e-12,0.00065674,0.0097651,0.02428,0.027126,0.0022921,0.0046825,0.0097651,0.02118,0.045413
0.251,0.0095932,0.0095932,0.0095932,0.0095932,0.0095932,3.549e-12,0.00063468,0.0095932,0.024036,0.026948,0.0022513,0.0045996,0.0095932,0.020812,0.044644
0.252,0.0094243,0.0094243,0.0094243,0.0094243,0.0094243,3.1077e-12,0.00061335,0.0094243,0.023795,0.026771,0.0022113,0.004518,0.0094243,0.020451,0.043887
0.253,0.0092584,0.0092584,0.0092584,0.0092584,0.0092584,2.7207e-12,0.00059271,0.0092584,0.023556,0.026596,0.0021719,0.004438,0.0092584,0.020095,0.043144
0.254,0.0090953,0.0090953,0.0090953,0.0090953,0.0090953,2.3816e-12,0.00057276,0.0090953,0.02332,0.026422,0.0021333,0.0043593,0.0090953,0.019746,0.042412
0.255,0.0089351,0.0089351,0.0089351,0.0089351,0.0089351,2.0844e-12,0.00055346,0.0089351,0.023086,0.026249,0.0020953,0.004282,0.0089351,0.019403,0.041693
0.256,0.0087777,0.0087777,0.0087777,0.0087777,0.0087777,1.824e-12,0.0005348,0.0087777,0.022855,0.026078,0.0020581,0.004206,0.0087777,0.019066,0.040986
0.257,0.008623,0.008623,0.008623,0.008623,0.008623,1.5958e-12,0.00051675,0.008623,0.022626,0.025909,0.0020214,0.0041314,0.008623,0.018734,0.04029
0.258,0.008471,0.008471,0.008471,0.008471,0.008471,1.396e-12,0.00049929,0.008471,0.0224,0.025741,0.0019854,0.0040581,0.008471,0.018409,0.039606
0.259,0.0083217,0.0083217,0.0083217,0.0083217,0.0083217,1.2209e-12,0.00048242,0.0083217,0.022176,0.025574,0.0019501,0.0039861,0.0083217,0.018088,0.038933
0.26,0.0081749,0.0081749,0.0081749,0.0081749,0.0081749,1.0677e-12,0.0004661,0.0081749,0.021955,0.025408,0.0019153,0.0039153,0.0081749,0.017774,0.038272
0.261,0.0080307,0.0080307,0.0080307,0.0080307,0.0080307,9.3349e-13,0.00045032,0.0080307,0.021735,0.025244,0.0018812,0.0038458,0.0080307,0.017464,0.037621
0.262,0.007889,0.007889,0.007889,0.007889,0.007889,8.1603e-13,0.00043506,0.007889,0.021519,0.025081,0.0018477,0.0037774,0.007889,0.01716,0.036982
0.263,0.0077497,0.0077497,0.0077497,0.0077497,0.0077497,7.1323e-13,0.00042031,0.0077497,0.021304,0.02492,0.0018147,0.0037103,0.0077497,0.016861,0.036353
0.264,0.0076129,0.0076129,0.0076129,0.0076129,0.0076129,6.2328e-13,0.00040604,0.0076129,0.021092,0.02476,0.0017824,0.0036444,0.0076129,0.016568,0.035734
0.265,0.0074784,0.0074784,0.0074784,0.0074784,0.0074784,5.4457e-13,0.00039225,0.0074784,0.020882,0.024601,0.0017506,0.0035796,0.0074784,0.016279,0.035126
0.266,0.0073463,0.0073463,0.0073463,0.0073463,0.0073463,4.7573e-13,0.00037891,0.0073463,0.020674,0.024443,0.0017194,0.0035159,0.0073463,0.015995,0.034528
0.267,0.0072165,0.0072165,0.0072165,0.0072165,0.0072165,4.1551e-13,0.00036602,0.0072165,0.020468,0.024287,0.0016887,0.0034534,0.0072165,0.015716,0.033939
0.268,0.0070889,0.0070889,0.0070889,0.0070889,0.0070889,3.6286e-13,0.00035356,0.0070889,0.020265,0.024132,0.0016585,0.0033919,0.0070889,0.015442,0.033361
0.269,0.0069635,0.0069635,0.0069635,0.0069635,0.0069635,3.1682e-13,0.00034151,0.0069635,0.020063,0.023978,0.0016289,0.0033315,0.0069635,0.015172,0.032792
0.27,0.0068403,0.0068403,0.0068403,0.0068403,0.0068403,2.7657e-13,0.00032986,0.0068403,0.019864,0.023825,0.0015998,0.0032722,0.0068403,0.014907,0.032232
0.271,0.0067192,0.0067192,0.0067192,0.0067192,0.0067192,2.414e-13,0.00031859,0.0067192,0.019667,0.023674,0.0015712,0.0032139,0.0067192,0.014647,0.031682
0.272,0.0066003,0.0066003,0.0066003,0.0066003,0.0066003,2.1066e-13,0.00030771,0.0066003,0.019472,0.023523,0.0015431,0.0031567,0.0066003,0.014391,0.031141
0.273,0.0064834,0.0064834,0.0064834,0.0064834,0.0064834,1.838e-13,0.00029718,0.0064834,0.019278,0.023374,0.0015155,0.0031004,0.0064834,0.014139,0.030609
0.274,0.0063685,0.0063685,0.0063685,0.0063685,0.0063685,1.6034e-13,0.00028701,0.0063685,0.019087,0.023226,0.0014884,0.0030451,0.0063685,0.013892,0.030086
0.275,0.0062556,0.0062556,0.0062556,0.0062556,0.0062556,1.3985e-13,0.00027718,0.0062556,0.018898,0.023079,0.0014618,0.0029908,0.0062556,0.013649,0.029571
0.276,0.0061447,0.0061447,0.0061447,0.0061447,0.0061447,1.2196e-13,0.00026767,0.0061447,0.018711,0.022934,0.0014356,0.0029374,0.0061447,0.01341,0.029066
0.277,0.0060357,0.0060357,0.0060357,0.0060357,0.0060357,1.0633e-13,0.00025848,0.0060357,0.018525,0.022789,0.0014099,0.002885,0.0060357,0.013175,0.028568
0.278,0.0059285,0.0059285,0.0059285,0.0059285,0.0059285,9.2693e-14,0.0002496,0.0059285,0.018342,0.022646,0.0013846,0.0028334,0.0059285,0.012944,0.028079
0.279,0.0058233,0.0058233,0.0058233,0.0058233,0.0058233,8.079e-14,0.00024102,0.0058233,0.018161,0.022504,0.0013598,0.0027828,0.0058233,0.012717,0.027597
0.28,0.0057198,0.0057198,0.0057198,0.0057198,0.0057198,7.0402e-14,0.00023272,0.0057198,0.017981,0.022362,0.0013354,0.0027331,0.0057198,0.012494,0.027124
0.281,0.0056182,0.0056182,0.0056182,0.0056182,0.0056182,6.1339e-14,0.00022471,0.0056182,0.017803,0.022222,0.0013115,0.0026842,0.0056182,0.012275,0.026659
0.282,0.0055183,0.0055183,0.0055183,0.0055183,0.0055183,5.3433e-14,0.00021696,0.0055183,0.017627,0.022083,0.0012879,0.0026362,0.0055183,0.012059,0.026201
0.283,0.0054202,0.0054202,0.0054202,0.0054202,0.0054202,4.6537e-14,0.00020947,0.0054202,0.017453,0.021945,0.0012648,0.002589,0.0054202,0.011848,0.025751
0.284,0.0053237,0.0053237,0.0053237,0.0053237,0.0053237,4.0524e-14,0.00020224,0.0053237,0.01728,0.021808,0.0012421,0.0025426,0.0053237,0.011639,0.025309
0.285,0.0052289,0.0052289,0.0052289,0.0052289,0.0052289,3.5282e-14,0.00019524,0.0052289,0.01711,0.021672,0.0012198,0.0024971,0.0052289,0.011435,0.024874
0.286,0.0051358,0.0051358,0.0051358,0.0051358,0.0051358,3.0712e-14,0.00018849,0.0051358,0.016941,0.021538,0.0011979,0.0024523,0.0051358,0.011234,0.024446
0.287,0.0050443,0.0050443,0.0050443,0.0050443,0.0050443,2.6729e-14,0.00018196,0.0050443,0.016774,0.021404,0.0011763,0.0024084,0.0050443,0.011036,0.024025
0.288,0.0049543,0.0049543,0.0049543,0.0049543,0.0049543,2.3258e-14,0.00017565,0.0049543,0.016608,0.021271,0.0011551,0.0023651,0.0049543,0.010842,0.023611
0.289,0.0048659,0.0048659,0.0048659,0.0048659,0.0048659,2.0234e-14,0.00016955,0.0048659,0.016444,0.021139,0.0011343,0.0023227,0.0048659,0.010651,0.023204
0.29,0.0047791,0.0047791,0.0047791,0.0047791,0.0047791,1.76e-14,0.00016366,0.0047791,0.016282,0.021008,0.0011139,0.002281,0.0047791,0.010463,0.022804
0.291,0.0046938,0.0046938,0.0046938,0.0046938,0.0046938,1.5306e-14,0.00015797,0.0046938,0.016121,0.020878,0.0010938,0.00224,0.0046938,0.010278,0.022411
0.292,0.0046099,0.0046099,0.0046099,0.0046099,0.0046099,1.3309e-14,0.00015247,0.0046099,0.015963,0.020749,0.0010741,0.0021997,0.0046099,0.010097,0.022024
0.293,0.0045275,0.0045275,0.0045275,0.0045275,0.0045275,1.157e-14,0.00014716,0.0045275,0.015805,0.020621,0.0010547,0.0021602,0.0045275,0.0099186,0.021643
0.294,0.0044465,0.0044465,0.0044465,0.0044465,0.0044465,1.0056e-14,0.00014203,0.0044465,0.015649,0.020494,0.0010357,0.0021213,0.0044465,0.0097434,0.021269
0.295,0.0043669,0.0043669,0.0043669,0.0043669,0.0043669,8.7391e-15,0.00013707,0.0043669,0.015495,0.020368,0.001017,0.0020831,0.0043669,0.0095711,0.020901
0.296,0.0042888,0.0042888,0.0042888,0.0042888,0.0042888,7.5929e-15,0.00013228,0.0042888,0.015343,0.020243,0.00099863,0.0020456,0.0042888,0.0094018,0.02054
0.297,0.0042119,0.0042119,0.0042119,0.0042119,0.0042119,6.5958e-15,0.00012765,0.0042119,0.015192,0.020119,0.00098057,0.0020087,0.0042119,0.0092354,0.020184
0.298,0.0041364,0.0041364,0.0041364,0.0041364,0.0041364,5.7286e-15,0.00012318,0.0041364,0.015042,0.019995,0.00096284,0.0019725,0.0041364,0.0090719,0.019834
0.299,0.0040622,0.0040622,0.0040622,0.0040622,0.0040622,4.9744e-15,0.00011886,0.0040622,0.014894,0.019873,0.00094541,0.0019369,0.0040622,0.0089111,0.01949
0.3,0.0039893,0.0039893,0.0039893,0.0039893,0.0039893,4.3187e-15,0.00011469,0.0039893,0.014747,0.019751,0.00092829,0.0019019,0.0039893,0.0087531,0.019152
0.301,0.0039177,0.0039177,0.0039177,0.0039177,0.0039177,3.7487e-15,0.00011067,0.0039177,0.014602,0.019631,0.00091147,0.0018676,0.0039177,0.0085978,0.018819
0.302,0.0038473,0.0038473,0.0038473,0.0038473,0.0038473,3.2533e-15,0.00010677,0.0038473,0.014458,0.019511,0.00089495,0.0018338,0.0038473,0.0084452,0.018492
0.303,0.0037781,0.0037781,0.0037781,0.0037781,0.0037781,2.8229e-15,0.00010302,0.0037781,0.014316,0.019392,0.00087872,0.0018007,0.0037781,0.0082952,0.018171
0.304,0.0037102,0.0037102,0.0037102,0.0037102,0.0037102,2.4489e-15,9.9388e-05,0.0037102,0.014175,0.019274,0.00086277,0.0017681,0.0037102,0.0081477,0.017855
0.305,0.0036434,0.0036434,0.0036434,0.0036434,0.0036434,2.124e-15,9.5883e-05,0.0036434,0.014036,0.019156,0.0008471,0.0017361,0.0036434,0.0080028,0.017544
0.306,0.0035778,0.0035778,0.0035778,0.0035778,0.0035778,1.8419e-15,9.2499e-05,0.0035778,0.013898,0.01904,0.00083171,0.0017046,0.0035778,0.0078604,0.017238
0.307,0.0035133,0.0035133,0.0035133,0.0035133,0.0035133,1.5969e-15,8.923e-05,0.0035133,0.013761,0.018924,0.00081659,0.0016737,0.0035133,0.0077204,0.016937
0.308,0.0034499,0.0034499,0.0034499,0.0034499,0.0034499,1.3843e-15,8.6074e-05,0.0034499,0.013626,0.01881,0.00080173,0.0016433,0.0034499,0.0075828,0.016642
0.309,0.0033877,0.0033877,0.0033877,0.0033877,0.0033877,1.1997e-15,8.3026e-05,0.0033877,0.013492,0.018696,0.00078714,0.0016135,0.0033877,0.0074476,0.016351
0.31,0.0033265,0.0033265,0.0033265,0.0033265,0.0033265,1.0395e-15,8.0083e-05,0.0033265,0.013359,0.018582,0.0007728,0.0015842,0.0033265,0.0073147,0.016065
0.311,0.0032664,0.0032664,0.0032664,0.0032664,0.0032664,9.0055e-16,7.7241e-05,0.0032664,0.013228,0.01847,0.00075871,0.0015554,0.0032664,0.007184,0.015784
0.312,0.0032073,0.0032073,0.0032073,0.0032073,0.0032073,7.8001e-16,7.4497e-05,0.0032073,0.013097,0.018358,0.00074487,0.0015271,0.0032073,0.0070557,0.015508
0.313,0.0031493,0.0031493,0.0031493,0.0031493,0.0031493,6.7547e-16,7.1848e-05,0.0031493,0.012969,0.018248,0.00073128,0.0014993,0.0031493,0.0069295,0.015237
0.314,0.0030923,0.0030923,0.0030923,0.0030923,0.0030923,5.8482e-16,6.929e-05,0.0030923,0.012841,0.018138,0.00071793,0.001472,0.0030923,0.0068055,0.01497
0.315,0.0030363,0.0030363,0.0030363,0.0030363,0.0030363,5.0623e-16,6.6821e-05,0.0030363,0.012715,0.018028,0.00070481,0.0014452,0.0030363,0.0066836,0.014707
0.316,0.0029812,0.0029812,0.0029812,0.0029812,0.0029812,4.3812e-16,6.4437e-05,0.0029812,0.01259,0.01792,0.00069192,0.0014189,0.0029812,0.0065638,0.014449
0.317,0.0029271,0.0029271,0.0029271,0.0029271,0.0029271,3.7909e-16,6.2136e-05,0.0029271,0.012466,0.017812,0.00067926,0.001393,0.0029271,0.0064461,0.014195
0.318,0.002874,0.002874,0.002874,0.002874,0.002874,3.2795e-16,5.9915e-05,0.002874,0.012343,0.017705,0.00066682,0.0013675,0.002874,0.0063304,0.013945
0.319,0.0028218,0.0028218,0.0028218,0.0028218,0.0028218,2.8365e-16,5.777e-05,0.0028218,0.012222,0.017599,0.0006546,0.0013425,0.0028218,0.0062167,0.0137
0.32,0.0027705,0.0027705,0.0027705,0.0027705,0.0027705,2.4529e-16,5.57e-05,0.0027705,0.012102,0.017493,0.0006426,0.001318,0.0027705,0.006105,0.013459
0.321,0.0027201,0.0027201,0.0027201,0.0027201,0.0027201,2.1207e-16,5.3703e-05,0.0027201,0.011983,0.017389,0.0006308,0.0012939,0.0027201,0.0059952,0.013222
0.322,0.0026705,0.0026705,0.0026705,0.0026705,0.0026705,1.8331e-16,5.1774e-05,0.0026705,0.011865,0.017285,0.00061922,0.0012702,0.0026705,0.0058873,0.012988
0.323,0.0026219,0.0026219,0.0026219,0.0026219,0.0026219,1.5842e-16,4.9913e-05,0.0026219,0.011748,0.017181,0.00060784,0.0012469,0.0026219,0.0057812,0.012759
0.324,0.0025741,0.0025741,0.0025741,0.0025741,0.0025741,1.3688e-16,4.8117e-05,0.0025741,0.011633,0.017079,0.00059667,0.0012241,0.0025741,0.005677,0.012534
0.325,0.0025271,0.0025271,0.0025271,0.0025271,0.0025271,1.1824e-16,4.6383e-05,0.0025271,0.011518,0.016977,0.00058569,0.0012016,0.0025271,0.0055746,0.012312
0.326,0.002481,0.002481,0.002481,0.002481,0.002481,1.0212e-16,4.471e-05,0.002481,0.011405,0.016875,0.0005749,0.0011795,0.002481,0.0054739,0.012094
0.327,0.0024356,0.0024356,0.0024356,0.0024356,0.0024356,8.8183e-17,4.3096e-05,0.0024356,0.011293,0.016775,0.00056431,0.0011579,0.0024356,0.005375,0.01188
0.328,0.0023911,0.0023911,0.0023911,0.0023911,0.0023911,7.6129e-17,4.1538e-05,0.0023911,0.011182,0.016675,0.0005539,0.0011366,0.0023911,0.0052778,0.011669
0.329,0.0023473,0.0023473,0.0023473,0.0023473,0.0023473,6.5709e-17,4.0035e-05,0.0023473,0.011072,0.016576,0.00054368,0.0011156,0.0023473,0.0051823,0.011462
0.33,0.0023043,0.0023043,0.0023043,0.0023043,0.0023043,5.6704e-17,3.8584e-05,0.0023043,0.010963,0.016477,0.00053363,0.0010951,0.0023043,0.0050884,0.011259
