1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.331,0.0022621,0.0022621,0.0022621,0.0022621,0.0022621,4.8922e-17,3.7185e-05,0.0022621,0.010855,0.016379,0.00052377,0.0010749,0.0022621,0.0049962,0.011059
0.332,0.0022206,0.0022206,0.0022206,0.0022206,0.0022206,4.2199e-17,3.5834e-05,0.0022206,0.010748,0.016282,0.00051408,0.0010551,0.0022206,0.0049056,0.010862
0.333,0.0021798,0.0021798,0.0021798,0.0021798,0.0021798,3.6392e-17,3.4532e-05,0.0021798,0.010642,0.016185,0.00050456,0.0010356,0.0021798,0.0048165,0.010669
0.334,0.0021398,0.0021398,0.0021398,0.0021398,0.0021398,3.1378e-17,3.3275e-05,0.0021398,0.010537,0.016089,0.00049522,0.0010165,0.0021398,0.004729,0.010479
0.335,0.0021004,0.0021004,0.0021004,0.0021004,0.0021004,2.7049e-17,3.2062e-05,0.0021004,0.010433,0.015994,0.00048603,0.00099767,0.0021004,0.004643,0.010292
0.336,0.0020618,0.0020618,0.0020618,0.0020618,0.0020618,2.3312e-17,3.0893e-05,0.0020618,0.01033,0.015899,0.00047702,0.0009792,0.0020618,0.0045585,0.010108
0.337,0.0020238,0.0020238,0.0020238,0.0020238,0.0020238,2.0087e-17,2.9764e-05,0.0020238,0.010229,0.015805,0.00046816,0.00096107,0.0020238,0.0044754,0.0099277
0.338,0.0019865,0.0019865,0.0019865,0.0019865,0.0019865,1.7304e-17,2.8676e-05,0.0019865,0.010128,0.015712,0.00045946,0.00094326,0.0019865,0.0043938,0.0097502
0.339,0.0019498,0.0019498,0.0019498,0.0019498,0.0019498,1.4904e-17,2.7626e-05,0.0019498,0.010028,0.015619,0.00045091,0.00092576,0.0019498,0.0043136,0.0095757
0.34,0.0019138,0.0019138,0.0019138,0.0019138,0.0019138,1.2833e-17,2.6614e-05,0.0019138,0.0099291,0.015527,0.00044252,0.00090857,0.0019138,0.0042349,0.0094042
0.341,0.0018784,0.0018784,0.0018784,0.0018784,0.0018784,1.1048e-17,2.5637e-05,0.0018784,0.0098312,0.015435,0.00043427,0.00089169,0.0018784,0.0041575,0.0092356
0.342,0.0018437,0.0018437,0.0018437,0.0018437,0.0018437,9.5095e-18,2.4695e-05,0.0018437,0.0097342,0.015344,0.00042617,0.00087511,0.0018437,0.0040814,0.0090699
0.343,0.0018096,0.0018096,0.0018096,0.0018096,0.0018096,8.1831e-18,2.3787e-05,0.0018096,0.0096382,0.015254,0.00041822,0.00085882,0.0018096,0.0040067,0.008907
0.344,0.001776,0.001776,0.001776,0.001776,0.001776,7.0403e-18,2.2911e-05,0.001776,0.009543,0.015164,0.00041041,0.00084282,0.001776,0.0039332,0.0087469
0.345,0.0017431,0.0017431,0.0017431,0.0017431,0.0017431,6.0556e-18,2.2066e-05,0.0017431,0.0094488,0.015075,0.00040274,0.00082711,0.0017431,0.0038611,0.0085895
0.346,0.0017108,0.0017108,0.0017108,0.0017108,0.0017108,5.2076e-18,2.1252e-05,0.0017108,0.0093555,0.014986,0.0003952,0.00081168,0.0017108,0.0037902,0.0084348
0.347,0.001679,0.001679,0.001679,0.001679,0.001679,4.4773e-18,2.0466e-05,0.001679,0.0092631,0.014898,0.0003878,0.00079652,0.001679,0.0037205,0.0082827
0.348,0.0016478,0.0016478,0.0016478,0.0016478,0.0016478,3.8485e-18,1.9709e-05,0.0016478,0.0091716,0.014811,0.00038053,0.00078163,0.0016478,0.0036521,0.0081333
0.349,0.0016171,0.0016171,0.0016171,0.0016171,0.0016171,3.3073e-18,1.8979e-05,0.0016171,0.0090809,0.014724,0.0003734,0.00076701,0.0016171,0.0035849,0.0079864
0.35,0.001587,0.001587,0.001587,0.001587,0.001587,2.8416e-18,1.8275e-05,0.001587,0.0089911,0.014638,0.00036639,0.00075265,0.001587,0.0035188,0.007842
0.351,0.0015574,0.0015574,0.0015574,0.0015574,0.0015574,2.4409e-18,1.7596e-05,0.0015574,0.0089022,0.014552,0.0003595,0.00073854,0.0015574,0.0034539,0.0077001
0.352,0.0015283,0.0015283,0.0015283,0.0015283,0.0015283,2.0962e-18,1.6942e-05,0.0015283,0.0088142,0.014466,0.00035274,0.00072469,0.0015283,0.0033902,0.0075606
0.353,0.0014998,0.0014998,0.0014998,0.0014998,0.0014998,1.7998e-18,1.6311e-05,0.0014998,0.0087269,0.014382,0.0003461,0.00071108,0.0014998,0.0033275,0.0074235
0.354,0.0014718,0.0014718,0.0014718,0.0014718,0.0014718,1.545e-18,1.5704e-05,0.0014718,0.0086406,0.014298,0.00033958,0.00069772,0.0014718,0.003266,0.0072888
0.355,0.0014442,0.0014442,0.0014442,0.0014442,0.0014442,1.3259e-18,1.5117e-05,0.0014442,0.008555,0.014214,0.00033318,0.0006846,0.0014442,0.0032055,0.0071564
0.356,0.0014172,0.0014172,0.0014172,0.0014172,0.0014172,1.1376e-18,1.4553e-05,0.0014172,0.0084703,0.014131,0.00032689,0.00067171,0.0014172,0.0031461,0.0070263
0.357,0.0013906,0.0013906,0.0013906,0.0013906,0.0013906,9.7589e-19,1.4008e-05,0.0013906,0.0083863,0.014048,0.00032071,0.00065905,0.0013906,0.0030878,0.0068984
0.358,0.0013645,0.0013645,0.0013645,0.0013645,0.0013645,8.3693e-19,1.3483e-05,0.0013645,0.0083032,0.013966,0.00031465,0.00064662,0.0013645,0.0030305,0.0067727
0.359,0.0013389,0.0013389,0.0013389,0.0013389,0.0013389,7.176e-19,1.2978e-05,0.0013389,0.0082209,0.013885,0.00030869,0.00063442,0.0013389,0.0029741,0.0066491
0.36,0.0013137,0.0013137,0.0013137,0.0013137,0.0013137,6.1514e-19,1.249e-05,0.0013137,0.0081393,0.013804,0.00030285,0.00062243,0.0013137,0.0029188,0.0065277
0.361,0.001289,0.001289,0.001289,0.001289,0.001289,5.2718e-19,1.2021e-05,0.001289,0.0080586,0.013723,0.0002971,0.00061066,0.001289,0.0028645,0.0064084
0.362,0.0012648,0.0012648,0.0012648,0.0012648,0.0012648,4.5169e-19,1.1568e-05,0.0012648,0.0079786,0.013643,0.00029147,0.0005991,0.0012648,0.0028111,0.0062912
0.363,0.0012409,0.0012409,0.0012409,0.0012409,0.0012409,3.8693e-19,1.1132e-05,0.0012409,0.0078993,0.013564,0.00028593,0.00058775,0.0012409,0.0027587,0.006176
0.364,0.0012175,0.0012175,0.0012175,0.0012175,0.0012175,3.3137e-19,1.0712e-05,0.0012175,0.0078208,0.013485,0.00028049,0.0005766,0.0012175,0.0027071,0.0060628
0.365,0.0011945,0.0011945,0.0011945,0.0011945,0.0011945,2.8372e-19,1.0307e-05,0.0011945,0.0077431,0.013406,0.00027515,0.00056566,0.0011945,0.0026565,0.0059515
0.366,0.0011719,0.0011719,0.0011719,0.0011719,0.0011719,2.4286e-19,9.9173e-06,0.0011719,0.0076661,0.013328,0.00026991,0.00055491,0.0011719,0.0026068,0.0058422
0.367,0.0011497,0.0011497,0.0011497,0.0011497,0.0011497,2.0784e-19,9.5416e-06,0.0011497,0.0075899,0.013251,0.00026476,0.00054435,0.0011497,0.002558,0.0057348
0.368,0.001128,0.001128,0.001128,0.001128,0.001128,1.7783e-19,9.1797e-06,0.001128,0.0075143,0.013174,0.00025971,0.00053399,0.001128,0.0025101,0.0056292
0.369,0.0011066,0.0011066,0.0011066,0.0011066,0.0011066,1.5211e-19,8.831e-06,0.0011066,0.0074395,0.013097,0.00025475,0.00052381,0.0011066,0.0024629,0.0055255
0.37,0.0010856,0.0010856,0.0010856,0.0010856,0.0010856,1.3009e-19,8.4952e-06,0.0010856,0.0073654,0.013021,0.00024988,0.00051382,0.0010856,0.0024167,0.0054235
0.371,0.001065,0.001065,0.001065,0.001065,0.001065,1.1122e-19,8.1717e-06,0.001065,0.007292,0.012945,0.00024509,0.00050401,0.001065,0.0023712,0.0053234
0.372,0.0010447,0.0010447,0.0010447,0.0010447,0.0010447,9.5068e-20,7.8601e-06,0.0010447,0.0072193,0.01287,0.0002404,0.00049437,0.0010447,0.0023266,0.005225
0.373,0.0010248,0.0010248,0.0010248,0.0010248,0.0010248,8.1241e-20,7.56e-06,0.0010248,0.0071473,0.012795,0.00023578,0.00048491,0.0010248,0.0022827,0.0051283
0.374,0.0010053,0.0010053,0.0010053,0.0010053,0.0010053,6.9409e-20,7.271e-06,0.0010053,0.007076,0.012721,0.00023126,0.00047563,0.0010053,0.0022397,0.0050333
0.375,0.0009861,0.0009861,0.0009861,0.0009861,0.0009861,5.9285e-20,6.9926e-06,0.0009861,0.0070053,0.012647,0.00022681,0.00046651,0.0009861,0.0021974,0.0049399
0.376,0.00096727,0.00096727,0.00096727,0.00096727,0.00096727,5.0626e-20,6.7246e-06,0.00096727,0.0069353,0.012574,0.00022245,0.00045755,0.00096727,0.0021559,0.0048482
0.377,0.00094878,0.00094878,0.00094878,0.00094878,0.00094878,4.322e-20,6.4665e-06,0.00094878,0.006866,0.012501,0.00021816,0.00044876,0.00094878,0.0021151,0.0047581
0.378,0.00093063,0.00093063,0.00093063,0.00093063,0.00093063,3.6889e-20,6.218e-06,0.00093063,0.0067974,0.012429,0.00021396,0.00044013,0.00093063,0.002075,0.0046696
0.379,0.0009128,0.0009128,0.0009128,0.0009128,0.0009128,3.1478e-20,5.9787e-06,0.0009128,0.0067294,0.012357,0.00020983,0.00043166,0.0009128,0.0020356,0.0045826
0.38,0.0008953,0.0008953,0.0008953,0.0008953,0.0008953,2.6853e-20,5.7484e-06,0.0008953,0.006662,0.012285,0.00020578,0.00042334,0.0008953,0.001997,0.0044971
0.381,0.00087811,0.00087811,0.00087811,0.00087811,0.00087811,2.2903e-20,5.5266e-06,0.00087811,0.0065953,0.012214,0.0002018,0.00041517,0.00087811,0.0019591,0.0044132
0.382,0.00086124,0.00086124,0.00086124,0.00086124,0.00086124,1.9528e-20,5.3131e-06,0.00086124,0.0065292,0.012143,0.00019789,0.00040716,0.00086124,0.0019218,0.0043307
0.383,0.00084467,0.00084467,0.00084467,0.00084467,0.00084467,1.6647e-20,5.1075e-06,0.00084467,0.0064638,0.012073,0.00019405,0.00039929,0.00084467,0.0018852,0.0042496
0.384,0.00082841,0.00082841,0.00082841,0.00082841,0.00082841,1.4187e-20,4.9097e-06,0.00082841,0.0063989,0.012003,0.00019029,0.00039156,0.00082841,0.0018492,0.00417
0.385,0.00081244,0.00081244,0.00081244,0.00081244,0.00081244,1.2087e-20,4.7192e-06,0.00081244,0.0063347,0.011934,0.00018659,0.00038397,0.00081244,0.0018139,0.0040918
0.386,0.00079676,0.00079676,0.00079676,0.00079676,0.00079676,1.0296e-20,4.5359e-06,0.00079676,0.0062711,0.011865,0.00018297,0.00037653,0.00079676,0.0017793,0.004015
0.387,0.00078137,0.00078137,0.00078137,0.00078137,0.00078137,8.768e-21,4.3595e-06,0.00078137,0.0062081,0.011796,0.00017941,0.00036922,0.00078137,0.0017452,0.0039396
0.388,0.00076625,0.00076625,0.00076625,0.00076625,0.00076625,7.4648e-21,4.1897e-06,0.00076625,0.0061457,0.011728,0.00017591,0.00036204,0.00076625,0.0017118,0.0038654
0.389,0.00075142,0.00075142,0.00075142,0.00075142,0.00075142,6.3537e-21,4.0263e-06,0.00075142,0.0060839,0.01166,0.00017248,0.000355,0.00075142,0.001679,0.0037926
0.39,0.00073685,0.00073685,0.00073685,0.00073685,0.00073685,5.4065e-21,3.869e-06,0.00073685,0.0060226,0.011593,0.00016911,0.00034808,0.00073685,0.0016468,0.0037211
0.391,0.00072256,0.00072256,0.00072256,0.00072256,0.00072256,4.5994e-21,3.7177e-06,0.00072256,0.005962,0.011526,0.00016581,0.0003413,0.00072256,0.0016151,0.0036508
0.392,0.00070852,0.00070852,0.00070852,0.00070852,0.00070852,3.9117e-21,3.5721e-06,0.00070852,0.0059019,0.01146,0.00016256,0.00033463,0.00070852,0.0015841,0.0035818
0.393,0.00069474,0.00069474,0.00069474,0.00069474,0.00069474,3.326e-21,3.432e-06,0.00069474,0.0058424,0.011393,0.00015938,0.00032809,0.00069474,0.0015536,0.003514
0.394,0.00068122,0.00068122,0.00068122,0.00068122,0.00068122,2.8273e-21,3.2973e-06,0.00068122,0.0057834,0.011328,0.00015625,0.00032168,0.00068122,0.0015236,0.0034474
0.395,0.00066794,0.00066794,0.00066794,0.00066794,0.00066794,2.4027e-21,3.1676e-06,0.00066794,0.005725,0.011262,0.00015318,0.00031538,0.00066794,0.0014942,0.003382
0.396,0.0006549,0.0006549,0.0006549,0.0006549,0.0006549,2.0413e-21,3.0429e-06,0.0006549,0.0056672,0.011197,0.00015017,0.00030919,0.0006549,0.0014653,0.0033178
0.397,0.00064211,0.00064211,0.00064211,0.00064211,0.00064211,1.7338e-21,2.9229e-06,0.00064211,0.0056099,0.011133,0.00014722,0.00030312,0.00064211,0.001437,0.0032547
0.398,0.00062955,0.00062955,0.00062955,0.00062955,0.00062955,1.4723e-21,2.8075e-06,0.00062955,0.0055532,0.011068,0.00014432,0.00029717,0.00062955,0.0014091,0.0031927
0.399,0.00061723,0.00061723,0.00061723,0.00061723,0.00061723,1.2499e-21,2.6964e-06,0.00061723,0.005497,0.011005,0.00014147,0.00029132,0.00061723,0.0013818,0.0031319
0.4,0.00060513,0.00060513,0.00060513,0.00060513,0.00060513,1.0608e-21,2.5897e-06,0.00060513,0.0054413,0.010941,0.00013868,0.00028558,0.00060513,0.001355,0.0030721
0.401,0.00059325,0.00059325,0.00059325,0.00059325,0.00059325,9.0003e-22,2.487e-06,0.00059325,0.0053862,0.010878,0.00013594,0.00027995,0.00059325,0.0013287,0.0030134
0.402,0.0005816,0.0005816,0.0005816,0.0005816,0.0005816,7.6344e-22,2.3882e-06,0.0005816,0.0053315,0.010815,0.00013325,0.00027442,0.0005816,0.0013028,0.0029557
0.403,0.00057016,0.00057016,0.00057016,0.00057016,0.00057016,6.4741e-22,2.2932e-06,0.00057016,0.0052774,0.010753,0.00013061,0.000269,0.00057016,0.0012774,0.0028991
0.404,0.00055893,0.00055893,0.00055893,0.00055893,0.00055893,5.4887e-22,2.2019e-06,0.00055893,0.0052238,0.010691,0.00012802,0.00026368,0.00055893,0.0012525,0.0028435
0.405,0.00054791,0.00054791,0.00054791,0.00054791,0.00054791,4.652e-22,2.1141e-06,0.00054791,0.0051707,0.010629,0.00012548,0.00025845,0.00054791,0.001228,0.0027889
0.406,0.00053709,0.00053709,0.00053709,0.00053709,0.00053709,3.9418e-22,2.0297e-06,0.00053709,0.0051181,0.010568,0.00012298,0.00025333,0.00053709,0.001204,0.0027353
0.407,0.00052648,0.00052648,0.00052648,0.00052648,0.00052648,3.339e-22,1.9485e-06,0.00052648,0.0050661,0.010507,0.00012053,0.0002483,0.00052648,0.0011805,0.0026826
0.408,0.00051606,0.00051606,0.00051606,0.00051606,0.00051606,2.8277e-22,1.8705e-06,0.00051606,0.0050145,0.010447,0.00011813,0.00024336,0.00051606,0.0011573,0.0026309
0.409,0.00050584,0.00050584,0.00050584,0.00050584,0.00050584,2.394e-22,1.7954e-06,0.00050584,0.0049634,0.010386,0.00011578,0.00023852,0.00050584,0.0011346,0.0025802
0.41,0.0004958,0.0004958,0.0004958,0.0004958,0.0004958,2.0263e-22,1.7233e-06,0.0004958,0.0049127,0.010327,0.00011346,0.00023376,0.0004958,0.0011123,0.0025303
0.411,0.00048596,0.00048596,0.00048596,0.00048596,0.00048596,1.7146e-22,1.654e-06,0.00048596,0.0048626,0.010267,0.00011119,0.0002291,0.00048596,0.0010904,0.0024814
0.412,0.0004763,0.0004763,0.0004763,0.0004763,0.0004763,1.4504e-22,1.5874e-06,0.0004763,0.0048129,0.010208,0.00010897,0.00022452,0.0004763,0.001069,0.0024333
0.413,0.00046682,0.00046682,0.00046682,0.00046682,0.00046682,1.2266e-22,1.5233e-06,0.00046682,0.0047637,0.010149,0.00010678,0.00022003,0.00046682,0.0010479,0.0023861
0.414,0.00045751,0.00045751,0.00045751,0.00045751,0.00045751,1.037e-22,1.4618e-06,0.00045751,0.004715,0.010091,0.00010464,0.00021563,0.00045751,0.0010272,0.0023398
0.415,0.00044838,0.00044838,0.00044838,0.00044838,0.00044838,8.7653e-23,1.4027e-06,0.00044838,0.0046667,0.010033,0.00010254,0.00021131,0.00044838,0.0010069,0.0022943
0.416,0.00043942,0.00043942,0.00043942,0.00043942,0.00043942,7.4065e-23,1.3458e-06,0.00043942,0.0046189,0.0099747,0.00010047,0.00020706,0.00043942,0.00098696,0.0022496
0.417,0.00043063,0.00043063,0.00043063,0.00043063,0.00043063,6.2566e-23,1.2912e-06,0.00043063,0.0045716,0.0099172,9.8451e-05,0.0002029,0.00043063,0.0009674,0.0022058
0.418,0.00042201,0.00042201,0.00042201,0.00042201,0.00042201,5.2837e-23,1.2387e-06,0.00042201,0.0045247,0.0098601,9.6465e-05,0.00019882,0.00042201,0.0009482,0.0021627
0.419,0.00041355,0.00041355,0.00041355,0.00041355,0.00041355,4.4608e-23,1.1883e-06,0.00041355,0.0044782,0.0098032,9.4517e-05,0.00019481,0.00041355,0.00092936,0.0021204
0.42,0.00040524,0.00040524,0.00040524,0.00040524,0.00040524,3.7651e-23,1.1399e-06,0.00040524,0.0044322,0.0097467,9.2606e-05,0.00019089,0.00040524,0.00091087,0.0020789
0.421,0.0003971,0.0003971,0.0003971,0.0003971,0.0003971,3.1769e-23,1.0934e-06,0.0003971,0.0043866,0.0096906,9.0732e-05,0.00018703,0.0003971,0.00089273,0.0020382
0.422,0.0003891,0.0003891,0.0003891,0.0003891,0.0003891,2.6798e-23,1.0487e-06,0.0003891,0.0043415,0.0096347,8.8893e-05,0.00018325,0.0003891,0.00087492,0.0019982
0.423,0.00038126,0.00038126,0.00038126,0.00038126,0.00038126,2.2599e-23,1.0057e-06,0.00038126,0.0042967,0.0095792,8.7089e-05,0.00017954,0.00038126,0.00085745,0.001959
0.424,0.00037357,0.00037357,0.00037357,0.00037357,0.00037357,1.9052e-23,9.6451e-07,0.00037357,0.0042524,0.009524,8.532e-05,0.0001759,0.00037357,0.00084031,0.0019204
0.425,0.00036602,0.00036602,0.00036602,0.00036602,0.00036602,1.6057e-23,9.2491e-07,0.00036602,0.0042086,0.0094691,8.3584e-05,0.00017233,0.00036602,0.00082348,0.0018826
0.426,0.00035861,0.00035861,0.00035861,0.00035861,0.00035861,1.3529e-23,8.8687e-07,0.00035861,0.0041651,0.0094145,8.1881e-05,0.00016883,0.00035861,0.00080698,0.0018455
0.427,0.00035135,0.00035135,0.00035135,0.00035135,0.00035135,1.1395e-23,8.5035e-07,0.00035135,0.0041221,0.0093602,8.0211e-05,0.00016539,0.00035135,0.00079078,0.001809
0.428,0.00034422,0.00034422,0.00034422,0.00034422,0.00034422,9.5957e-24,8.1527e-07,0.00034422,0.0040794,0.0093062,7.8573e-05,0.00016202,0.00034422,0.00077488,0.0017732
0.429,0.00033723,0.00033723,0.00033723,0.00033723,0.00033723,8.0778e-24,7.816e-07,0.00033723,0.0040372,0.0092525,7.6967e-05,0.00015871,0.00033723,0.00075929,0.0017381
0.43,0.00033037,0.00033037,0.00033037,0.00033037,0.00033037,6.798e-24,7.4926e-07,0.00033037,0.0039953,0.0091991,7.5391e-05,0.00015547,0.00033037,0.00074399,0.0017037
0.431,0.00032365,0.00032365,0.00032365,0.00032365,0.00032365,5.7193e-24,7.1821e-07,0.00032365,0.0039539,0.0091461,7.3845e-05,0.00015229,0.00032365,0.00072897,0.0016698
0.432,0.00031705,0.00031705,0.00031705,0.00031705,0.00031705,4.8103e-24,6.8841e-07,0.00031705,0.0039129,0.0090933,7.233e-05,0.00014917,0.00031705,0.00071425,0.0016366
0.433,0.00031058,0.00031058,0.00031058,0.00031058,0.00031058,4.0445e-24,6.598e-07,0.00031058,0.0038722,0.0090408,7.0843e-05,0.00014611,0.00031058,0.00069979,0.001604
0.434,0.00030423,0.00030423,0.00030423,0.00030423,0.00030423,3.3997e-24,6.3233e-07,0.00030423,0.003832,0.0089886,6.9385e-05,0.00014311,0.00030423,0.00068562,0.0015721
0.435,0.000298,0.000298,0.000298,0.000298,0.000298,2.8568e-24,6.0597e-07,0.000298,0.0037921,0.0089368,6.7955e-05,0.00014017,0.000298,0.00067171,0.0015407
0.436,0.00029189,0.00029189,0.00029189,0.00029189,0.00029189,2.3998e-24,5.8067e-07,0.00029189,0.0037526,0.0088852,6.6553e-05,0.00013729,0.00029189,0.00065806,0.0015099
0.437,0.0002859,0.0002859,0.0002859,0.0002859,0.0002859,2.0154e-24,5.5639e-07,0.0002859,0.0037135,0.0088339,6.5178e-05,0.00013446,0.0002859,0.00064468,0.0014796
0.438,0.00028002,0.00028002,0.00028002,0.00028002,0.00028002,1.692e-24,5.3309e-07,0.00028002,0.0036747,0.0087828,6.3829e-05,0.00013168,0.00028002,0.00063155,0.00145
0.439,0.00027426,0.00027426,0.00027426,0.00027426,0.00027426,1.4201e-24,5.1073e-07,0.00027426,0.0036363,0.0087321,6.2507e-05,0.00012896,0.00027426,0.00061867,0.0014209
0.44,0.00026861,0.00026861,0.00026861,0.00026861,0.00026861,1.1915e-24,4.8927e-07,0.00026861,0.0035983,0.0086816,6.1211e-05,0.00012629,0.00026861,0.00060603,0.0013923
0.441,0.00026307,0.00026307,0.00026307,0.00026307,0.00026307,9.9938e-25,4.6868e-07,0.00026307,0.0035607,0.0086315,5.9939e-05,0.00012367,0.00026307,0.00059364,0.0013643
0.442,0.00025763,0.00025763,0.00025763,0.00025763,0.00025763,8.3799e-25,4.4893e-07,0.00025763,0.0035234,0.0085816,5.8692e-05,0.0001211,0.00025763,0.00058148,0.0013368
0.443,0.0002523,0.0002523,0.0002523,0.0002523,0.0002523,7.0244e-25,4.2998e-07,0.0002523,0.0034864,0.0085319,5.747e-05,0.00011859,0.0002523,0.00056955,0.0013098
0.444,0.00024707,0.00024707,0.00024707,0.00024707,0.00024707,5.8864e-25,4.118e-07,0.00024707,0.0034498,0.0084826,5.6271e-05,0.00011612,0.00024707,0.00055786,0.0012833
0.445,0.00024195,0.00024195,0.00024195,0.00024195,0.00024195,4.9312e-25,3.9437e-07,0.00024195,0.0034136,0.0084335,5.5096e-05,0.0001137,0.00024195,0.00054639,0.0012573
0.446,0.00023692,0.00023692,0.00023692,0.00023692,0.00023692,4.1297e-25,3.7764e-07,0.00023692,0.0033777,0.0083847,5.3944e-05,0.00011133,0.00023692,0.00053513,0.0012318
0.447,0.00023199,0.00023199,0.00023199,0.00023199,0.00023199,3.4574e-25,3.616e-07,0.00023199,0.0033422,0.0083362,5.2814e-05,0.000109,0.00023199,0.0005241,0.0012068
0.448,0.00022716,0.00022716,0.00022716,0.00022716,0.00022716,2.8936e-25,3.4622e-07,0.00022716,0.003307,0.008288,5.1707e-05,0.00010672,0.00022716,0.00051328,0.0011823
0.449,0.00022242,0.00022242,0.00022242,0.00022242,0.00022242,2.421e-25,3.3146e-07,0.00022242,0.0032721,0.00824,5.0621e-05,0.00010448,0.00022242,0.00050266,0.0011582
0.45,0.00021777,0.00021777,0.00021777,0.00021777,0.00021777,2.0249e-25,3.1732e-07,0.00021777,0.0032376,0.0081922,4.9557e-05,0.00010229,0.00021777,0.00049225,0.0011346
0.451,0.00021322,0.00021322,0.00021322,0.00021322,0.00021322,1.6931e-25,3.0375e-07,0.00021322,0.0032034,0.0081448,4.8513e-05,0.00010014,0.00021322,0.00048204,0.0011114
0.452,0.00020875,0.00020875,0.00020875,0.00020875,0.00020875,1.4152e-25,2.9075e-07,0.00020875,0.0031695,0.0080976,4.749e-05,9.8036e-05,0.00020875,0.00047203,0.0010887
0.453,0.00020437,0.00020437,0.00020437,0.00020437,0.00020437,1.1825e-25,2.7828e-07,0.00020437,0.0031359,0.0080506,4.6487e-05,9.597e-05,0.00020437,0.00046222,0.0010664
0.454,0.00020008,0.00020008,0.00020008,0.00020008,0.00020008,9.8782e-26,2.6632e-07,0.00020008,0.0031027,0.0080039,4.5504e-05,9.3945e-05,0.00020008,0.00045259,0.0010445
0.455,0.00019587,0.00019587,0.00019587,0.00019587,0.00019587,8.2488e-26,2.5487e-07,0.00019587,0.0030698,0.0079575,4.4541e-05,9.196e-05,0.00019587,0.00044315,0.0010231
0.456,0.00019174,0.00019174,0.00019174,0.00019174,0.00019174,6.886e-26,2.4388e-07,0.00019174,0.0030372,0.0079113,4.3596e-05,9.0015e-05,0.00019174,0.00043389,0.001002
0.457,0.0001877,0.0001877,0.0001877,0.0001877,0.0001877,5.7465e-26,2.3336e-07,0.0001877,0.0030049,0.0078654,4.2671e-05,8.8107e-05,0.0001877,0.00042482,0.0009814
0.458,0.00018373,0.00018373,0.00018373,0.00018373,0.00018373,4.7939e-26,2.2327e-07,0.00018373,0.002973,0.0078197,4.1763e-05,8.6238e-05,0.00018373,0.00041592,0.00096115
0.459,0.00017984,0.00017984,0.00017984,0.00017984,0.00017984,3.998e-26,2.136e-07,0.00017984,0.0029413,0.0077743,4.0874e-05,8.4405e-05,0.00017984,0.00040719,0.00094129
0.46,0.00017603,0.00017603,0.00017603,0.00017603,0.00017603,3.3331e-26,2.0434e-07,0.00017603,0.0029099,0.0077291,4.0002e-05,8.2609e-05,0.00017603,0.00039864,0.00092182
0.461,0.0001723,0.0001723,0.0001723,0.0001723,0.0001723,2.7778e-26,1.9546e-07,0.0001723,0.0028789,0.0076842,3.9148e-05,8.0848e-05,0.0001723,0.00039025,0.00090271
0.462,0.00016864,0.00016864,0.00016864,0.00016864,0.00016864,2.3143e-26,1.8695e-07,0.00016864,0.0028481,0.0076395,3.8311e-05,7.9123e-05,0.00016864,0.00038203,0.00088398
0.463,0.00016505,0.00016505,0.00016505,0.00016505,0.00016505,1.9275e-26,1.788e-07,0.00016505,0.0028177,0.007595,3.749e-05,7.7432e-05,0.00016505,0.00037397,0.00086561
0.464,0.00016153,0.00016153,0.00016153,0.00016153,0.00016153,1.6048e-26,1.71e-07,0.00016153,0.0027875,0.0075508,3.6686e-05,7.5775e-05,0.00016153,0.00036606,0.00084759
0.465,0.00015808,0.00015808,0.00015808,0.00015808,0.00015808,1.3356e-26,1.6352e-07,0.00015808,0.0027576,0.0075069,3.5898e-05,7.415e-05,0.00015808,0.00035832,0.00082992
0.466,0.0001547,0.0001547,0.0001547,0.0001547,0.0001547,1.1113e-26,1.5636e-07,0.0001547,0.002728,0.0074631,3.5126e-05,7.2559e-05,0.0001547,0.00035072,0.00081259
0.467,0.00015139,0.00015139,0.00015139,0.00015139,0.00015139,9.2428e-27,1.495e-07,0.00015139,0.0026987,0.0074197,3.4369e-05,7.0999e-05,0.00015139,0.00034328,0.0007956
0.468,0.00014814,0.00014814,0.00014814,0.00014814,0.00014814,7.6849e-27,1.4292e-07,0.00014814,0.0026697,0.0073764,3.3628e-05,6.947e-05,0.00014814,0.00033598,0.00077894
0.469,0.00014496,0.00014496,0.00014496,0.00014496,0.00014496,6.3874e-27,1.3663e-07,0.00014496,0.002641,0.0073334,3.2901e-05,6.7972e-05,0.00014496,0.00032883,0.0007626
0.47,0.00014185,0.00014185,0.00014185,0.00014185,0.00014185,5.3072e-27,1.3061e-07,0.00014185,0.0026125,0.0072906,3.2189e-05,6.6504e-05,0.00014185,0.00032182,0.00074658
0.471,0.00013879,0.00013879,0.00013879,0.00013879,0.00013879,4.4081e-27,1.2484e-07,0.00013879,0.0025843,0.007248,3.1491e-05,6.5066e-05,0.00013879,0.00031494,0.00073088
0.472,0.0001358,0.0001358,0.0001358,0.0001358,0.0001358,3.6601e-27,1.1931e-07,0.0001358,0.0025564,0.0072057,3.0808e-05,6.3657e-05,0.0001358,0.00030821,0.00071548
0.473,0.00013286,0.00013286,0.00013286,0.00013286,0.00013286,3.0379e-27,1.1403e-07,0.00013286,0.0025287,0.0071636,3.0138e-05,6.2276e-05,0.00013286,0.00030161,0.00070038
